title,article_url,date,time,section,excerpt,author
Πυροσβεστική: 51 δασικές πυρκαγιές το τελευταίο 24ωρο,https://www.kathimerini.gr/society/562543732/pyrosvestiki-51-dasikes-pyrkagies-to-teleytaio-24oro/,2023-07-28,,ΚΟΙΝΩΝΙΑ,"Ισχυρές δυνάμεις επιχειρούν σε Ρόδο, βορειοανατολική Αχαΐα και Κέρκυρα.",
Κικίλιας: Πάνω από 600 πυρκαγιές τις τελευταίες ημέρες – Από ανθρώπινο χέρι η συντριπτική πλειονότητα,https://www.kathimerini.gr/politics/562543072/kikilias-pano-apo-600-pyrkagies-tis-teleytaies-imeres-apo-anthropino-cheri-i-syntriptiki-pleionotita/,2023-07-28,,ΠΟΛΙΤΙΚΗ,"Το κράτος θα κάνει ό,τι πρέπει για να ανακουφίσει τους πληγέντες, δήλωσε.",
Πυρκαγιές: Καλύτερη η εικόνα από τα πύρινα μέτωπα,https://www.kathimerini.gr/society/562542685/pyrkagies-kalyteri-i-eikona-apo-ta-pyrina-metopa/,2023-07-28,,ΚΟΙΝΩΝΙΑ,"Βελτιωμένη είναι, νωρίς το πρωί της Παρασκευής, η εικόνα από τα πύρινα μέτωπα της χώρας σε Μαγνησία, Ρόδο, Κέρκυρα και Κάρυστο, με τις πυροσβεστικές δυνάμεις πάντως να παραμένουν σε πλήρη επιφυλακή για αναζωπυρώσεις. Στο μέτωπο της Μαγνησίας, έως αργά χθες το βράδυ το επίκεντρο εντοπιζόταν στο Βελεστίνο και τις Μικροθήβες, όπου οι πυροσβέστες έδωσαν κατά […]",
Ή αλλάζουμε ή καταστρεφόμαστε,https://www.kathimerini.gr/opinion/562542268/i-allazoyme-i-katastrefomaste/,2023-07-28,,ΑΠΟΨΕΙΣ,"Ούτε αποσπασματικά, ούτε συγκυριακά, ούτε ευκαιριακά: η οδυνηρή εμπειρία των καταστροφικών πυρκαγιών, που για περισσότερο από δέκα μέρες κατατρώνε τη χώρα, καταστρέφοντας δάση, σπίτια, υποδομές και αφαιρώντας ανθρώπινες ζωές, δείχνει ότι έχουμε ανάγκη μιας μεγάλης υπέρβασης.",
Αξιοποίηση της δασικής βιομάζας,https://www.kathimerini.gr/society/562542196/axiopoiisi-tis-dasikis-viomazas/,2023-07-28,,ΚΟΙΝΩΝΙΑ,Μοντέλο με οικονομικά κίνητρα για περιοχές στη νότια Ελλάδα εξήγγειλε ο Θ. Σκυλακάκης.,
Πυρκαγιές: Μήνυμα μηδενικής ανοχής,https://www.kathimerini.gr/politics/562542151/pyrkagies-minyma-midenikis-anochis/,2023-07-28,,ΚΥΒΕΡΝΗΣΗ,Κυριάκος Μητσοτάκης: Η Δικαιοσύνη θα είναι αμείλικτη με τους υπαίτιους πυρκαγιών.,
Κικίλιας: Συνέντευξη τύπου για τις δασικές πυρκαγιές την Παρασκευή,https://www.kathimerini.gr/politics/562542019/kikilias-synenteyxi-typoy-gia-tis-dasikes-pyrkagies-tin-paraskeyi/,2023-07-27,,ΠΟΛΙΤΙΚΗ,"Συνέντευξη τύπου  στις 11:30 π.μ. ο υπουργός Κλιματικής Κρίσης και Πολιτικής Προστασίας, o καθηγητής Κλιματολογίας Χρήστος Ζερεφός, ο αρχηγός της πυροσβεστικής και ο προϊστάμενος της Γενικής Διεύθυνσης Δασών και Δασικού Περιβάλλοντος.",
"Πυροσβεστική: Αναζωπυρώσεις σε Βόλο και Νέα Αγχίαλο – Μάχη σε Ρόδο, Ασπρόπυργο και Αρτα",https://www.kathimerini.gr/society/562541899/artopoios-amesi-kai-asfalis-apomakrynsi-plithysmoy-sti-nea-agchialo-83-nees-dasikes-pyrkagies/,2023-07-27,,ΚΟΙΝΩΝΙΑ,Σε όλη την επικράτεια οι πυροσβεστικές δυνάμεις αντιμετωπίζουν συνολικά 124 πυρκαγιές.,
«Η εποχή του παγκόσμιου βρασμού έφτασε» – Θερμότερος μήνας στην Ιστορία ο Ιούλιος,https://www.kathimerini.gr/life/environment/562541176/i-epochi-toy-vrasmoy-eftase-thermoteros-minas-stin-istoria-o-ioylios/,2023-07-27,,ΠΕΡΙΒΑΛΛΟΝ,Ο Ιούλιος του 2023 οδεύει στο να χαρακτηριστεί ο θερμότερος μήνας στην Ιστορία. Προς διπλό ρεκόρ η Ελλάδα στις υψηλές θερμοκρασίες και την έκταση καμένης γης.,
«Ξέραμε ότι θα σταματήσει στη θάλασσα»,https://www.kathimerini.gr/society/562540345/xerame-oti-tha-stamatisei-sti-thalassa/,2023-07-27,,ΚΟΙΝΩΝΙΑ,Δύο νεκροί από τη μεγάλη φωτιά στη Μαγνησία.,
"Η Μεσόγειος φλέγεται, ενώ δεκάδες άνθρωποι έχασαν τη ζωή τους",https://www.kathimerini.gr/world/562540327/i-mesogeios-flegetai-eno-dekades-anthropoi-echasan-ti-zoi-toys/,2023-07-27,,ΚΟΙΝΩΝΙΑ,Δεκάδες χιλιάδες εκκενώσεις. Κτηνοτρόφοι βλέπουν τα ζώα τους να καίγονται και αγρότες τις σοδειές τους να καταστρέφονται.,
Το φιτίλι των πυρκαγιών άναψε τον χειμώνα,https://www.kathimerini.gr/society/562540324/to-fitili-ton-pyrkagion-anapse-ton-cheimona/,2023-07-27,,ΓΡΑΦΗΜΑΤΑ,Επιστήμονες προειδοποιούσαν ήδη από τον Μάιο για εύφλεκτες συνθήκες εξαιτίας της ξηρασίας και των υψηλών θερμοκρασιών.,
Νύχτα αγωνίας στη Μαγνησία – Δύο νεκροί από την πύρινη κόλαση,https://www.kathimerini.gr/society/562540210/nychta-agonias-sti-magnisia-dyo-nekroi-apo-tin-pyrini-kolasi/,2023-07-26,,ΚΟΙΝΩΝΙΑ,"Εκτεταμένο μέτωπο προς Μελισσάτικα και Γλαφυρά. Αναζωπυρώσεις σε Λαμία, Ρόδο, Κέρκυρα και Κάρυστο.",
Βόλος: Χώροι φιλοξενίας για όσους εκκένωσαν τα σπίτια τους,https://www.kathimerini.gr/society/562540111/volos-choroi-filoxenias-gia-osoys-ekkenosan-ta-spitia-toys/,2023-07-26,,ΚΟΙΝΩΝΙΑ,Εχει ληφθεί μέριμνα για τη διατροφή τους και την παροχή νερού.,
Μαγνησία: Νεκρός βρέθηκε ο 45χρονος βοσκός που αγνοούταν,https://www.kathimerini.gr/society/562540042/magnisia-agnoeitai-voskos-sto-chorio-agios-georgios/,2023-07-26,,ΚΟΙΝΩΝΙΑ,Οι φλόγες εγκλώβισαν τον 45χρονο που προσπάθησε να προστατέψει το κοπάδι.,
Πυροσβεστική: 61 δασικές πυρκαγιές το τελευταίο 24ωρο,https://www.kathimerini.gr/society/562540024/pyrosvestiki-61-dasikes-pyrkagies-to-teleytaio-24oro/,2023-07-26,,ΚΟΙΝΩΝΙΑ,Σε Βελεστίνο και Λαμία εντοπίζονται τα μεγαλύτερα μέτωπα.,
Τυνησία: Τέθηκαν υπό έλεγχο οι πυρκαγιές,https://www.kathimerini.gr/world/562540006/tynisia-tethikan-ypo-elegcho-oi-pyrkagies/,2023-07-26,,ΚΟΣΜΟΣ,"Τυνήσιοι πυροσβέστες έθεσαν υπό πλήρη έλεγχο τις πυρκαγιές που ξέσπασαν σε διάφορες περιοχές της χώρας, με τη συνδρομή Αλγερινών στρατιωτών και πυροσβεστικών αεροπλάνων από την Ισπανία.",
Copernicus για Ελλάδα: Σε υψηλό 21 ετών οι εκπομπές αερίων από τις φωτιές,https://www.kathimerini.gr/life/environment/562539652/copernicus-gia-ellada-se-ypsilo-21-eton-oi-ekpompes-aerion-apo-tis-foties/,2023-07-26,,ΠΕΡΙΒΑΛΛΟΝ,"Οι εκλύσεις έφτασαν σε επίπεδα ρεκόρ του 1 μεγατόνου άνθρακα μεταξύ 1ης Ιουλίου και 25ης Ιουλίου – αριθμός σχεδόν διπλάσιος από το προηγούμενο ρεκόρ, τον Ιούλιο του 2007.",
Φωτιά στη Ρόδο: Τι κατέθεσαν στην εισαγγελία οι επικεφαλής Πυροσβεστικής και Δασαρχείου,https://www.kathimerini.gr/society/562539502/fotia-sti-rodo-ti-katethesan-stin-eisaggelia-oi-epikefalis-pyrosvestikis-kai-dasarcheioy/,2023-07-26,,ΚΟΙΝΩΝΙΑ,"Εξηγήσεις για την μεγάλη πυρκαγιά που καίει από τις 18 Ιουλίου τη Ρόδο, κλήθηκαν χθες να δώσουν στην Αντεισαγγελέα Εφετών Δωδεκανήσου, ο διοικητής της Πυροσβεστικής Υπηρεσίας, Νικήτας Βενιός και η προϊσταμένη της Διεύθυνσης Δασών Δωδεκανήσου , Κατερίνα Μπαλατσούκα. Σύμφωνα με όσα έγιναν γνωστά η Αντεισαγγελέας Εφετών ζήτησε στοιχεία για το πώς ξεκίνησε η πυρκαγιά, τι […]",
Φωτιές σε Κροατία και Πορτογαλία,https://www.kathimerini.gr/world/562539352/foties-se-kroatia-kai-portogalia/,2023-07-26,,ΚΟΣΜΟΣ,Ολονύχτια μάχη με τις φλόγες για τον περιορισμό των πύρινων μετώπων σε περιοχή κοντά στο Ντουμπρόβνικ στην Κροατία και σε εθνικό πάρκο στην Πορτογαλία.,
Αγωνία για τον τουρισμό στη Ρόδο,https://www.kathimerini.gr/economy/562539184/agonia-gia-ton-toyrismo-sti-rodo/,2023-07-26,,ΕΛΛΗΝΙΚΗ ΟΙΚΟΝΟΜΙΑ,"Η ζημία στον τουριστικό κλάδο της Ρόδου θα είναι περιορισμένη. Μικρός ο αριθμός των ακυρώσεων, γρήγορη επιστροφή στην κανονικότητα.",
Ας ανακαλύψουμε την Πορτογαλία,https://www.kathimerini.gr/opinion/562538941/as-anakalypsoyme-tin-portogalia/,2023-07-26,,ΑΠΟΨΕΙΣ,"Το 2019, μετά την τραγωδία στο Μάτι, η επιτροπή Γκολντάμερ παρέδωσε το 150 σελίδων πόρισμά της στη Βουλή.",
Αστόχαστη «δουλίτσα»,https://www.kathimerini.gr/opinion/562538932/astochasti-doylitsa/,2023-07-26,,ΑΠΟΨΕΙΣ,"«Τα μεσογειακά δάση είναι επιρρεπή στις πυρκαγιές», γνωστοποίησε προχθές ο πρωθυπουργός στη Βουλή, όπου και παρατόνισε δις το επίρρημα «ένδον».",
Πυρκαγιές: Δεν σώζονται τα δάση με μελέτες του ’65,https://www.kathimerini.gr/society/562538821/pyrkagies-den-sozontai-ta-dasi-me-meletes-toy-65/,2023-07-26,,ΚΟΙΝΩΝΙΑ,"Σύγχρονες λύσεις στο πρόβλημα της εγκατάλειψής τους και της μετατροπής τους σε «πυριτιδαποθήκες», προτείνουν οι ειδικοί.",
Πυρκαγιά στην Κέρκυρα: Οι νέοι αρνήθηκαν να φύγουν και έμειναν πίσω για να σώσουν το χωριό,https://www.kathimerini.gr/society/562538683/pyrkagia-stin-kerkyra-oi-neoi-arnithikan-na-fygoyn-kai-emeinan-piso-gia-na-sosoyn-to-chorio/,2023-07-26,,ΚΟΙΝΩΝΙΑ,"Δύσκολη και η χθεσινή ημέρα στην Κέρκυρα. Εκκενώθηκαν οι οικισμοί Ημερολιά, Σύκι και Λούτσες. Στο νοσοκομείο δύο πυροσβέστες.",
Σικελία: Οι φλόγες «έγλειψαν» τον αρχαίο δωρικό ναό στη Σεγέστα,https://www.kathimerini.gr/world/562538629/sikelia-oi-floges-egleipsan-ton-archaio-doriko-nao-sti-segesta/,2023-07-25,,ΚΟΣΜΟΣ,Η πυρκαγιά ξέσπασε χθες στη Σεγέστα και εξαπλώθηκε μέσα σε λίγα λεπτά στον αρχαιολογικό χώρο. Ο ναός κυκλώθηκε από τη φωτιά μέσα στη νύχτα.,
Ιταλία: Επτά νεκροί από τις πυρκαγιές και τις πλημμύρες,https://www.kathimerini.gr/world/562538605/italia-epta-nekroi-apo-tis-pyrkagies-kai-tis-plimmyres/,2023-07-25,,ΚΟΣΜΟΣ,Eκκένωση 2.000 τουριστών από τρεις ξενοδοχειακές μονάδες στην Απουλία.,
"Απαγόρευση κυκλοφορίας σε δασικές περιοχές σε Χαλκιδική, Κιλκίς και Πέλλα",https://www.kathimerini.gr/society/562538557/apagoreysi-kykloforias-se-dasikes-perioches-se-chalkidiki-kilkis-kai-pella/,2023-07-25,,ΚΟΙΝΩΝΙΑ,Προς αποφυγή του κινδύνου πρόκλησης πυρκαγιών.,
Μάχη με τις αναζωπυρώσεις σε Ρόδο και Κέρκυρα – 53 πυρκαγιές το τελευταίο 24ωρο,https://www.kathimerini.gr/society/562538494/machi-me-tis-anazopyroseis-se-rodo-kai-kerkyra-53-pyrkagies-to-teleytaio-24oro/,2023-07-25,,ΚΟΙΝΩΝΙΑ,Ισχυρές επίγειες και εναέριες δυνάμεις επιχειρούν στα μέτωπα των πυρκαγιών.,
Αγώνας για να σωθούν τα ελαφάκια της Ρόδου,https://www.kathimerini.gr/life/environment/562537678/agonas-gia-na-sothoyn-ta-elafakia-tis-rodoy/,2023-07-25,,ΠΕΡΙΒΑΛΛΟΝ,Η Ρόδος είναι το τελευταίο νησί της Μεσογείου που διατηρεί πληθυσμό πλατωνιού από την αρχαιότητα.,
Κλιματική Κρίση: Πώς θα νικήσουμε τον κυνισμό και την επιθυμία φυγής στο εικονικό;,https://www.kathimerini.gr/life/environment/562537342/klimatiki-krisi-pos-tha-nikisoyme-ton-kynismo-kai-tin-epithymia-fygis-sto-eikoniko/,2023-07-25,,ΠΕΡΙΒΑΛΛΟΝ,"Φωτιές, πάλι. Πλημμύρες στη Νότια Κορέα, θερμοκρασία ρεκόρ στην Κίνα. Καύσωνες. Μποτιλιάρισμα από ιδιωτικά τζετ. Όλες αυτές οι ειδήσεις είναι από την ίδια εβδομάδα. Βάζω τέρμα το κλιματιστικό, κλείνω τα παντζούρια και αναρωτιέμαι τι θα μπορούσα να κάνω για να μού φύγει αυτή η αίσθηση ανημπόριας από την είδηση για τα ιδιωτικά τζετ καθώς ανασαίνω […]",
Οι αεροπορικές μεταφορές και οι εκπομπές ρύπων,https://www.kathimerini.gr/economy/562537237/oi-aeroporikes-metafores-kai-oi-ekpompes-rypon/,2023-07-25,,ΑΓΟΡΕΣ,Τα αεροσκάφη ευθύνονται περίπου για το 4% της υπερθέρμανσης του πλανήτη.,
Μητσοτάκης: «Θα φτιάξουμε ξανά αυτά που χάσαμε»,https://www.kathimerini.gr/politics/562536742/mitsotakis-tha-ftiaxoyme-xana-ayta-poy-chasame/,2023-07-25,,ΚΥΒΕΡΝΗΣΗ,"«Είμαστε σε πόλεμο με το μέτωπο της φωτιάς», τόνισε ο πρωθυπουργός.",
342.000 στρέμματα έγιναν στάχτη σε επτά ημέρες και συνεχίζει – Η «αστυνομική λογική» δεν σβήνει φωτιές,https://www.kathimerini.gr/society/562536703/342-000-stremmata-eginan-stachti-se-epta-imeres-kai-synechizei-i-astynomiki-logiki-den-svinei-foties/,2023-07-25,,ΚΟΙΝΩΝΙΑ,"Λάθος ο τρόπος αντιμετώπισής τους, εξηγούν στην «Κ» έμπειροι δασολόγοι. Η περίπτωση της Ρόδου είναι ενδεικτική.",
Θεωρείο: Τα ΚΤΕΛ και οι πυρκαγιές,https://www.kathimerini.gr/politics/562536667/theoreio-ta-ktel-kai-oi-pyrkagies/,2023-07-25,,ΚΟΜΜΑΤΑ,Τα προβλήματα που ταλαιπωρούν τους πολίτες είναι πολλά και πάσης φύσεως.,
Ρόδος: Ορατά από το διάστημα είναι τα πύρινα μέτωπα,https://www.kathimerini.gr/society/562536589/rodos-orata-apo-to-diastima-einai-ta-pyrina-metopa/,2023-07-24,,ΚΟΙΝΩΝΙΑ,Ευρωπαϊκός μετεωρολογικός δορυφόρος κατέγραψε το Σάββατο νέφη καπνού πάνω από το νησί.,
"Ολονύχτια μάχη σε Ρόδο, Κάρυστο και Κέρκυρα",https://www.kathimerini.gr/society/562536556/olonychtia-machi-se-rodo-karysto-kai-kerkyra/,2023-07-24,,ΚΟΙΝΩΝΙΑ,"Υπό αντίξοες συνθήκες βρίσκονται αντιμέτωπες για ακόμα μία νύχτα οι δυνάμεις που επιχειρούν στα πύρινα μέτωπα σε Ρόδο, Κάρυστο και Κέρκυρα.",
"Πυρκαγιές: Ενεργοποίηση της Υπηρεσίας Copernicus για την χαρτογράφηση των περιοχών Αιγιαλείας, Κέρκυρας και Καρύστου",https://www.kathimerini.gr/society/562536481/pyrkagies-energopoiisi-tis-ypiresias-copernicus-gia-tin-chartografisi-ton-periochon-aigialeias-kerkyras-kai-karystoy/,2023-07-24,,ΚΟΙΝΩΝΙΑ,"Αναμένεται άμεσα η διάθεση σειράς χαρτογραφικών δεδομένων και προϊόντων, που προκύπτουν από ανάλυση δορυφορικών εικόνων.",
Κικίλιας: Διπλασιάζεται το προσωπικό της Διεύθυνσης Αντιμετώπισης Εγκλημάτων Εμπρησμού,https://www.kathimerini.gr/society/562536406/kikilias-diplasiazetai-to-prosopiko-tis-dieythynsis-antimetopisis-egklimaton-emprismoy/,2023-07-24,,ΚΟΙΝΩΝΙΑ,"«Η κλιματική κρίση και τα ακραία φαινόμενα έχουν μεγάλο πυροδότη όλους εκείνους που βάζουν φωτιά, είτε από εμπρησμό είτε από εγκληματική αμέλεια», σημείωσε ο υπουργός.",
Φάμελλος: Να μη χρησιμοποιείται η κλιματική κρίση ως δικαιολογία,https://www.kathimerini.gr/politics/562536199/famellos-na-mi-chrisimopoieitai-i-klimatiki-krisi-os-dikaiologia/,2023-07-24,,ΒΟΥΛΗ,"«Ηταν γνωστό εδώ και χρόνια ότι η Ανατολική Μεσόγειος είναι ιδιαίτερα ευπαθής στις επιπτώσεις της κλιματικής αλλαγής και το λέγαμε. Τι κάνει όμως η πολιτεία;», αναρωτήθηκε ο Σωκράτης Φάμελλος.",
Τα ελάφια της Ρόδου θύματα της φωτιάς,https://www.kathimerini.gr/life/environment/562536043/ta-elafia-tis-rodoy-thymata-tis-fotias/,2023-07-24,,ΠΕΡΙΒΑΛΛΟΝ,«Έχουμε απώλειες αλλά δεν έχουμε ακόμα πλήρη εικόνα για το μέγεθος της καταστροφής διότι δεν μπορούμε να πάμε στις περιοχές αφού η φωτιά μαίνεται»,
Ολονύκτια πολυμέτωπη μάχη με τις φλόγες,https://www.kathimerini.gr/society/562535638/olonyktia-polymetopi-machi-me-tis-floges/,2023-07-24,,ΚΟΙΝΩΝΙΑ,"Μάχη έδωσαν για ακόμη μια νύχτα δυνάμεις της Πυροσβεστικής σε Αίγιο, Κέρκυρα, Κάρυστο, Ρόδο και Υλίκη.",
Φωτιές: Πύρινη κόλαση από την Κέρκυρα μέχρι τη Ρόδο – Τα ενεργά μέτωπα,https://www.kathimerini.gr/society/562535563/foties-pyrini-kolasi-apo-tin-kerkyra-mechri-ti-rodo-ta-energa-metopa/,2023-07-23,,ΚΟΙΝΩΝΙΑ,"Σκληρή μάχη με τις φλόγες δίνουν για ακόμα ένα βράδυ οι δυνάμεις της Πυροσβεστικής σε ολόκληρη τη χώρα. Πύρινα μέτωπα είναι σε εξέλιξη σε Ρόδο, Κάρυστο, Κέρκυρα και Αιγιάλεια.",
"Πυροσβεστική: Πύρινα μέτωπα σε Ρόδο, Κάρυστο, Αιγιάλεια – 64 νέες δασικές πυρκαγιές",https://www.kathimerini.gr/society/562535494/pyrosvestiki-pyrina-metopa-se-rodo-karysto-aigialeia-64-nees-dasikes-pyrkagies/,2023-07-23,,ΚΟΙΝΩΝΙΑ,Το τελευταίο 24ωρο αντιμετωπίστηκαν 345 περιστατικά που αφορούσαν πυρκαγιές και διασώσεις σε αστικές περιοχές.,
Κρήτη: Πολύ υψηλός κίνδυνος πυρκαγιάς τη Δευτέρα,https://www.kathimerini.gr/society/562535470/kriti-poly-ypsilos-kindynos-pyrkagias-ti-deytera/,2023-07-23,,ΚΟΙΝΩΝΙΑ,Όλες οι Υπηρεσίες και τα Τεχνικά Μέσα έχουν τεθεί σε κατάσταση αυξημένης ετοιμότητας.,
Οι πυρκαγιές στη Ρόδο βασικό θέμα των γερμανικών ΜΜΕ,https://www.kathimerini.gr/society/562535332/oi-pyrkagies-sti-rodo-vasiko-thema-ton-germanikon-mme/,2023-07-23,,ΚΟΙΝΩΝΙΑ,"Τα περισσότερα μέσα τονίζουν ότι χιλιάδες άνθρωποι μεταφέρθηκαν εγκαίρως σε ασφαλή σημεία, ενώ επισημαίνουν την έκταση της καταστροφής.",
Πέμπτη εφιαλτική νύχτα στη Ρόδο: Εικόνες «Αποκάλυψης» στο νησί,https://www.kathimerini.gr/society/562535068/dyskoli-nychta-sti-rodo/,2023-07-22,,ΚΟΙΝΩΝΙΑ,"Παίρνοντας ώθηση από ανέμους έντασης 7 μποφόρ, οι φλόγες σάρωσαν σήμερα τις νότιες περιοχές του νησιού φτάνοντας ως τη θάλασσα. Πάνω από 2.500 άτομα απεγκλωβίστηκαν ενώ χωριά και ξενοδοχεία εκκενώθηκαν. Εξακολουθούν να μαίνονται τα πύρινα μέτωπα.",
Αρτοποιός για φωτιές στη Ρόδο: «Εχουν απεγκλωβιστεί δια θαλάσσης άνω των 2.000 ατόμων»,https://www.kathimerini.gr/society/562535059/artopoios-gia-foties-sti-rodo-echoyn-apegklovistei-dia-thalassis-ano-ton-2-000-atomon/,2023-07-22,,ΚΟΙΝΩΝΙΑ,"«Η εκκένωση όλων των ξενοδοχειακών μονάδων έγινε χωρίς προβλήματα προς ασφαλή σημεία και υπολογίζεται ότι έχουν απεγκλωβιστεί δια θαλάσσης άνω των 2.000 ατόμων», δήλωσε ο εκπρόσωπος Τύπου του Πυροσβεστικού Σώματος.",
Ανεξέλεγκτη η φωτιά στη Ρόδο: Εκκενώθηκαν χωριά και ξενοδοχεία – Απεγκλωβισμοί διά θαλάσσης,https://www.kathimerini.gr/society/562534954/anexelegkti-i-fotia-sti-rodo-ekkenothikan-choria-kai-dyo-xenodocheia/,2023-07-22,,ΚΟΙΝΩΝΙΑ,Η κατάσταση είναι ιδιαίτερα σοβαρή λόγω και των ανέμων που πνέουν στην περιοχή και δυσχεραίνουν το έργο της πυρόσβεσης.,
"Πυρκαγιές: Βραχυκυκλώματα, κεραυνοί και αμέλεια",https://www.kathimerini.gr/society/562533769/pyrkagies-vrachykyklomata-keraynoi-kai-ameleia/,2023-07-24,,ΚΟΙΝΩΝΙΑ,Πίσω από τις περισσότερες «παράπλευρες» αιτίες –πλην του εμπρησμού– εκδήλωσης πυρκαγιών βρίσκεται ο άνθρωπος.,
«Παράδοξο της φωτιάς» και παγίδες,https://www.kathimerini.gr/society/562533760/paradoxo-tis-fotias-kai-pagides/,2023-07-24,,ΚΟΙΝΩΝΙΑ,"Η συνάρτηση της καταστολής με την πρόληψη, οι διαχειριστικές αδυναμίες και οι μεγάλες πυρκαγιές που καίνε ανεξέλεγκτα για ημέρες.",
Παγιδευμένοι σε ένα σπιράλ υπερθέρμανσης,https://www.kathimerini.gr/society/562533757/pagideymenoi-se-ena-spiral-yperthermansis/,2023-07-24,,ΚΟΙΝΩΝΙΑ,Μια «άνευ προηγουμένου αλλαγή στο καθεστώς των πυρκαγιών στην Ευρώπη που συνδέεται με την κλιματική αλλαγή» καταγράφει διεθνής μελέτη.,
Τα πετρέλαια του Αιγαίου ανήκουν στο υπέδαφος,https://www.kathimerini.gr/opinion/562533220/ta-petrelaia-toy-aigaioy-anikoyn-sto-ypedafos/,2023-07-22,,ΑΠΟΨΕΙΣ,"Είναι καταπληκτικό, ενώ οι δασικές πυρκαγιές εξακολουθούν να μαίνονται και καθώς ολόκληρη η χώρα μπαίνει στη δεύτερη εβδομάδα συνεχόμενου καύσωνα, να διαβάζεις άρθρα που πανηγυρίζουν για το ενδεχόμενο ύπαρξης «μεγάλου κοιτάσματος φυσικού αερίου νοτιοανατολικά της Κρήτης». Η ειρωνεία είναι σχεδόν αβάσταχτη. Οι δασικές πυρκαγιές σήμερα καίνε διπλάσιες εκτάσεις από ό,τι πριν από 20 χρόνια. Ξέρουμε […]",
Έλεγχοι για παράνομη κατασκήνωση στο Αγκίστρι,https://www.kathimerini.gr/society/562532557/elegchoi-gia-paranomi-kataskinosi-sto-agkistri/,2023-07-21,,ΚΟΙΝΩΝΙΑ,Οι έλεγχοι πραγματοποιήθηκαν στις δασικές περιοχές «Σκληρή» και «Δραγωνέρα».,
Τι αέρα θα αναπνέουμε;,https://www.kathimerini.gr/investigations/special-reports/562532500/ti-aera-tha-anapneoyme/,2023-07-21,,SPECIAL REPORTS,"Η «Κ» διερευνά το θέμα της ατμοσφαιρικής ρύπανσης με τη βοήθεια του Μαρκ Πάρινγκτον, ανώτερου επιστήμονα στην Υπηρεσία Παρακολούθησης της Ατμόσφαιρας του Copernicus, καθώς και του υπεύθυνου της Greenpeace για το κλίμα και την ενέργεια, Κωστή Γριμάνη.",
«Στην πυρά» τα κονδύλια για πυροπροστασία από 10 δήμους της Αττικής,https://www.kathimerini.gr/investigations/special-reports/562532422/stin-pyra-ta-kondylia-gia-pyroprostasia-apo-10-dimoys-tis-attikis/,2023-07-21,,SPECIAL REPORTS,Το πινγκ πονγκ των ευθυνών και οι καταγγελίες κατοίκων για ακαθάριστα οικόπεδα και μεγάλη συσσώρευση καύσιμης ύλης πριν ξεσπάσουν οι πυρκαγιές.,
Ο εφιάλτης της ερημοποίησης: Κινδυνεύει η Αττική να γίνει Ντουμπάι;,https://www.kathimerini.gr/investigations/special-reports/562532233/o-efialtis-tis-erimopoiisis-kindyneyei-i-attiki-na-ginei-ntoympai/,2023-07-21,,SPECIAL REPORTS,Τρεις ειδικοί μιλούν στην «Κ».,
Ψευδαισθήσεις που κάηκαν στις φλόγες,https://www.kathimerini.gr/opinion/562531633/pseydaisthiseis-poy-kaikan-stis-floges/,2023-07-21,,ΑΠΟΨΕΙΣ,"Το 1981, όταν κάηκαν τα βόρεια προάστια της Αθήνας η κλιματική αλλαγή και η υπερθέρμανση του πλανήτη μας ήσαν άγνωστες.",
Μπροστά στο θεριό,https://www.kathimerini.gr/opinion/562531453/mprosta-sto-therio/,2023-07-21,,ΑΠΟΨΕΙΣ,"Είναι ένα δίλημμα που ίσως είχαν κάποιοι στον Κουβαρά, στα Δερβενοχώρια, στα Μέγαρα μετά την ανάγνωση του μηνύματος 112 για εκκένωση της περιοχής.",
Η Μάνδρα επί δεκαετίες μετράει «πληγές»,https://www.kathimerini.gr/society/562531273/i-mandra-epi-dekaeties-metraei-pliges/,2023-07-21,,ΚΟΙΝΩΝΙΑ,Οσα συμβαίνουν στην περιοχή «περιγράφουν» γλαφυρά την κακοδαιμονία της ελληνικής κοινωνίας και πολιτείας.,
Περιφέρεια Αττικής: Το κλείσιμο των πάρκων είναι προστασία και όχι τιμωρία,https://www.kathimerini.gr/society/562531021/perifereia-attikis-to-kleisimo-ton-parkon-einai-prostasia-kai-ochi-timoria/,2023-07-20,,ΚΟΙΝΩΝΙΑ,Τι απαντά στην έντονη κριτική που ασκήθηκε για την απόφαση.,
Εφτασαν στην Ελλάδα τα δύο πυροσβεστικά αεροπλάνα από το Ισραήλ,https://www.kathimerini.gr/politics/foreign-policy/562530805/eftasan-stin-ellada-ta-dyo-pyrosvestika-aeroplana-apo-to-israil/,2023-07-20,,ΕΞΩΤΕΡΙΚΗ ΠΟΛΙΤΙΚΗ,"Εφτασαν στην Ελλάδα αεροσκάφη και προσωπικό από το Ισραήλ προκειμένου να συνδράμουν στη μάχη με τις φλόγες. Η ισραηλινή βοήθεια περιλαμβάνει δύο πυροσβεστικά αεροπλάνα τύπου «Airtractor» της εναέριας μοίρας πυρόσβεσης μαζί με μια ομάδα τεσσάρων πιλότων, εξειδικευμένα πληρώματα εδάφους και ειδικών για δασικές πυρκαγιές καθώς και συναφή εξοπλισμό. #Ισραηλινά πυροσβεστικά αεροσκάφη και προσωπικό έφτασαν στην […]",
